id	filename	md5	size	state
1da7105a-f0ff-479d-9f82-6c1d94456c91	0000772b-773d-4cf8-8baf-0e1e6dbf55e8.FPKM.txt.gz	b8585b253b34be5271775c04de5e9bc5	557419	live
77e73cc4-ff31-449e-8e3c-7ae5ce57838c	0000772b-773d-4cf8-8baf-0e1e6dbf55e8.FPKM-UQ.txt.gz	85a8e517e4b5ea4719f04e34aa9a4ab4	562597	live
