id	filename	md5	size	state
00008523-edd6-456e-81aa-d1e4aee3ecf9	00008523-edd6-456e-81aa-d1e4aee3ecf9.vcf	f80495b4568d0625a5568a17cc0ab03c	244722	live
00007ccc-269b-4cd0-a0b1-6e5d700a8e5f	00007ccc-269b-4cd0-a0b1-6e5d700a8e5f.vep.reheader.vcf.gz	a2954d05769190b269613f97f147c21b	261070	live
